binf_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr9_17791635_17791636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	19	0	0	0	0	0	1	0.00495037	0.212132	196.005	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_18684633_18684634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_19062146_19062147	0	0	0	0	0	9	0.0527215	0.585024	33.5915	-85	3	0.0147026	0.369274	62.0152	-89	7	0.0435633	0.500568	47.475	-6	1	0.00495037	0.212132	196.005	-45	4	0.0195045	0.427482	45.2703	-87	0	0	0	0	0	7	0.033613	0.569862	23.7504	-44	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-78	1	0.00495037	0.212132	196.005	-6
chr9_19067325_19067326	11	0.0517314	0.72184	13.3306	87	9	0.0527215	0.585024	33.5915	76	6	0.0289597	0.526235	28.5308	-89	13	0.0604935	0.788886	10.5307	78	3	0.0147026	0.369274	62.0152	-83	4	0.0195045	0.427482	45.2703	-92	2	0.00985124	0.300753	95.51	-71	10	0.0472761	0.686443	15.1524	-75	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-42
chr9_19083990_19083991	1	0.00495037	0.212132	196.005	-66	35	0.22341	1.1052	9.93155	-65	1	0.00495037	0.212132	196.005	45	8	0.0382169	0.610784	20.1665	-64	3	0.0147026	0.369274	62.0152	-66	5	0.0242568	0.479157	35.2255	86	1	0.00495037	0.212132	196.005	-64	2	0.00985124	0.300753	95.5101	-98	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-65	3	0.0147026	0.369274	62.0152	-65
chr9_19088066_19088067	4	0.0195045	0.427482	45.2703	-58	4	0.0195045	0.427482	45.2703	-88	9	0.0527215	0.585024	33.5915	83	22	0.117373	0.958436	10.3246	44	2	0.00985124	0.300753	95.51	4	7	0.0435633	0.500568	47.475	-25	0	0	0	0	0	11	0.0517314	0.72184	13.3306	-37	0	0	0	0	0	4	0.0195045	0.427482	45.2703	27	3	0.0147026	0.369274	62.0152	51
chr9_19093074_19093075	5	0.0242568	0.479157	35.2255	-35	7	0.0435633	0.500568	47.475	-33	2	0.00985124	0.300753	95.5101	-72	21	0.153264	0.800618	21.73	-31	4	0.0195045	0.427482	45.2703	-98	21	0.123413	0.892204	12.8092	-30	1	0.00495037	0.212132	196.005	-32	1	0.00495037	0.212132	196.005	-50	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-34	0	0	0	0	0
chr9_19093608_19093609	3	0.0147026	0.369274	62.0152	48	7	0.033613	0.569862	23.7504	55	0	0	0	0	0	9	0.0427712	0.649519	17.3802	44	1	0.00495037	0.212132	196.005	-61	14	0.0747506	0.764268	17.3713	96	0	0	0	0	0	2	0.00985124	0.300753	95.51	59	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-69	1	0.00495037	0.212132	196.005	54
chr9_19287858_19287859	0	0	0	0	0	13	0.0704438	0.73105	19.5084	42	1	0.00495037	0.212132	196.005	97	6	0.0389099	0.45399	58.1529	66	5	0.0242568	0.479157	35.2255	44	1	0.00495037	0.212132	196.005	7	0	0	0	0	0	1	0.00495037	0.212132	196.005	44	0	0	0	0	0	2	0.00985124	0.300753	95.51	-16	2	0.00985124	0.300753	95.5101	49
chr9_19289289_19289290	8	0.0382169	0.610784	20.1665	-80	2	0.00985124	0.300753	95.51	-81	5	0.0242568	0.479157	35.2255	91	6	0.0289597	0.526235	28.5308	-90	3	0.0147026	0.369274	62.0152	-61	0	0	0	0	0	0	0	0	0	0	3	0.0246528	0.285176	131.817	-91	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-95
chr9_19299579_19299580	1	0.00495037	0.212132	196.005	-83	0	0	0	0	0	2	0.00985124	0.300753	95.51	-88	7	0.0435633	0.500568	47.475	24	2	0.00985124	0.300753	95.51	-11	7	0.033613	0.569862	23.7504	-8	1	0.00495037	0.212132	196.005	-38	17	0.0774238	0.911878	6.91592	38	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-47	0	0	0	0	0
chr9_19323982_19323983	11	0.0517314	0.72184	13.3306	22	3	0.0147026	0.369274	62.0152	-92	1	0.00495037	0.212132	196.005	-88	100	0.777357	1.69284	3.85276	54	1	0.00495037	0.212132	196.005	46	6	0.0289597	0.526235	28.5308	-76	0	0	0	0	0	1	0.00495037	0.212132	196.005	18	0	0	0	0	0	10	0.0572263	0.623918	28.8885	27	3	0.0147026	0.369274	62.0152	-93
chr9_19334667_19334668	1	0.00495037	0.212132	196.005	-66	11	0.0815821	0.574805	58.0251	29	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-95	2	0.00985124	0.300753	95.51	-85	9	0.0527215	0.585024	33.5915	-4	1	0.00495037	0.212132	196.005	-71	2	0.00985124	0.300753	95.5101	-85	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-98	3	0.0147026	0.369275	62.0152	-98
chr9_19343242_19343243	8	0.0382169	0.610784	20.1665	-18	5	0.0242568	0.479157	35.2255	81	3	0.0147026	0.369274	62.0152	-26	35	0.21346	1.13067	10.0532	23	2	0.00985124	0.300753	95.51	-37	2	0.00985124	0.300753	95.51	-17	0	0	0	0	0	2	0.00985124	0.300753	95.51	79	0	0	0	0	0	11	0.0517314	0.72184	13.3306	-3	0	0	0	0	0
chr9_19348540_19348541	8	0.0382169	0.610784	20.1664	-98	2	0.00985124	0.300753	95.51	-15	1	0.00495037	0.212132	196.005	2	11	0.0517314	0.72184	13.3306	-85	8	0.0382169	0.610784	20.1665	-98	1	0.00495037	0.212132	196.005	-76	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-95	1	0.00495037	0.212132	196.005	-4	1	0.00495037	0.212132	196.005	-98	1	0.00495037	0.212132	196.005	-82
chr9_19370966_19370967	9	0.0427712	0.649519	17.3802	-95	9	0.0427712	0.649519	17.3802	-98	0	0	0	0	0	16	0.0732655	0.882258	7.64899	-97	4	0.0195045	0.427482	45.2703	-95	5	0.0242568	0.479157	35.2255	-98	3	0.0147026	0.369274	62.0152	-97	2	0.00985124	0.300753	95.51	16	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-72	2	0.00985124	0.300753	95.51	-72
chr9_19450354_19450355	2	0.00985124	0.300753	95.51	-38	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-45	1	0.00495037	0.212132	196.005	36	9	0.0427712	0.649519	17.3802	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-46	0	0	0	0	0	8	0.0680676	0.457662	84.0174	77	0	0	0	0	0
chr9_20353786_20353787	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-2	1	0.00495037	0.212132	196.005	2	1	0.00495037	0.212132	196.005	49	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_20364132_20364133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0342071	0.403494	73.2399	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	42	0	0	0	0	0	1	0.00495037	0.212132	196.005	56	1	0.00495037	0.212132	196.005	-67
chr9_20448600_20448601	0	0	0	0	0	1	0.00495037	0.212132	196.005	-1	1	0.00495037	0.212132	196.005	7	0	0	0	0	0	1	0.00495037	0.212132	196.005	50	0	0	0	0	0	1	0.00495037	0.212132	196.005	-12	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	82	0	0	0	0	0
chr9_20718607_20718608	0	0	0	0	0	1	0.00495037	0.212132	196.005	80	51	0.259003	1.49569	2.72699	28	5	0.0242568	0.479157	35.2255	-51	0	0	0	0	0	1	0.00495037	0.212132	196.005	42	0	0	0	0	0	10	0.0572263	0.623918	28.8885	71	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-80	1	0.00495037	0.212132	196.005	-28
chr9_20820192_20820193	3	0.0147026	0.369274	62.0152	-85	2	0.00985124	0.300753	95.5101	-90	2	0.00985124	0.300753	95.5101	-63	8	0.0382169	0.610784	20.1665	40	1	0.00495037	0.212132	196.005	-83	1	0.00495037	0.212132	196.005	-41	0	0	0	0	0	13	0.0604935	0.788886	10.5307	-55	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-60	3	0.0147026	0.369274	62.0152	-86
chr9_20821782_20821783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_20865404_20865405	3	0.0147026	0.369274	62.0152	61	3	0.0147026	0.369274	62.0152	-96	17	0.0873741	0.858386	12.6428	79	9	0.0427712	0.649519	17.3802	83	1	0.00495037	0.212132	196.005	66	0	0	0	0	0	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-59	0	0	0	0	0	2	0.00985124	0.300753	95.51	-53	1	0.00495037	0.212132	196.005	-98
chr9_20867233_20867234	3	0.0147026	0.369274	62.0152	-89	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-51	6	0.0289597	0.526235	28.5308	-91	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-9	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-71	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-65	1	0.00495037	0.212132	196.005	26
chr9_20925638_20925639	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-82	1	0.00495037	0.212132	196.005	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-47	0	0	0	0	0	1	0.00495037	0.212132	196.005	-82	0	0	0	0	0
chr9_20945395_20945396	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-50	0	0	0	0	0	1	0.00495037	0.212132	196.005	81	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-53	1	0.00495037	0.212132	196.005	84	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-15
chr9_20950914_20950915	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-78	4	0.0195045	0.427482	45.2703	-92	0	0	0	0	0	1	0.00495037	0.212132	196.005	23	0	0	0	0	0	1	0.00495037	0.212132	196.005	77	0	0	0	0	0	3	0.0147026	0.369274	62.0152	81	0	0	0	0	0
chr9_20950924_20950925	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-88	4	0.0195045	0.427482	45.2703	-98	0	0	0	0	0	1	0.00495037	0.212132	196.005	13	0	0	0	0	0	1	0.00495037	0.212132	196.005	67	0	0	0	0	0	5	0.0242568	0.479157	35.2255	71	0	0	0	0	0
chr9_20977015_20977016	0	0	0	0	0	2	0.00985124	0.300753	95.51	-31	0	0	0	0	0	1	0.00495037	0.212132	196.005	-58	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-52	12	0.0660875	0.696702	22.0527	-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_20983152_20983153	1	0.00495037	0.212132	196.005	18	1	0.00495037	0.212132	196.005	-39	3	0.0147026	0.369274	62.0152	-51	1	0.00495037	0.212132	196.005	-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0294547	0.347863	95.7371	7	3	0.0147026	0.369274	62.0152	77
chr9_20988987_20988988	1	0.00495037	0.212132	196.005	-46	1	0.00495037	0.212132	196.005	-38	2	0.00985124	0.300753	95.51	-91	2	0.00985124	0.300753	95.5101	-69	2	0.00985124	0.300753	95.51	-28	1	0.00495037	0.212132	196.005	-18	0	0	0	0	0	3	0.0147026	0.369274	62.0152	30	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-40
chr9_21011695_21011696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_21031399_21031400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-6	0	0	0	0	0
chr9_23693201_23693202	0	0	0	0	0	0	0	0	0	0	7	0.033613	0.569862	23.7504	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-22	6	0.0289597	0.526235	28.5308	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_24544547_24544548	1	0.00495037	0.212132	196.005	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_26920737_26920738	3	0.0147026	0.369274	62.0152	-78	2	0.00985124	0.300753	95.5101	-76	1	0.00495037	0.212132	196.005	97	5	0.0242568	0.479157	35.2255	-22	2	0.00985124	0.300753	95.51	-98	1	0.00495037	0.212132	196.005	-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-60	2	0.00985124	0.300753	95.5101	-51
chr9_26927638_26927639	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-47	2	0.00985124	0.300753	95.51	-22	33	0.177025	1.17063	6.1698	81	1	0.00495037	0.212132	196.005	10	4	0.0195045	0.427482	45.2703	11	0	0	0	0	0	1	0.00495037	0.212132	196.005	-96	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-41	2	0.00985124	0.300753	95.51	-12
chr9_26981067_26981068	2	0.00985124	0.300753	95.51	-42	2	0.00985124	0.300753	95.5101	-51	3	0.0147026	0.369274	62.0152	-87	9	0.0427712	0.649519	17.3802	88	3	0.0147026	0.369274	62.0152	-54	4	0.0195045	0.427482	45.2703	-80	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-55	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	59
chr9_26987408_26987409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-86
chr9_26998765_26998766	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27061314_27061315	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-45	1	0.00495037	0.212132	196.005	-90	1	0.00495037	0.212132	196.005	50	1	0.00495037	0.212132	196.005	-43	0	0	0	0	0	2	0.00985124	0.300753	95.51	-44	1	0.00495037	0.212132	196.005	72	0	0	0	0	0	1	0.00495037	0.212132	196.005	-37	1	0.00495037	0.212132	196.005	65
chr9_27062118_27062119	1	0.00495037	0.212132	196.005	-84	1	0.00495037	0.212132	196.005	-25	14	0.0648004	0.820851	9.43201	-30	5	0.0242568	0.479157	35.2255	-77	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-2	1	0.00495037	0.212132	196.005	-79	2	0.00985124	0.300753	95.51	-27	0	0	0	0	0	2	0.00985124	0.300753	95.51	0	0	0	0	0	0
chr9_27172410_27172411	1	0.00495037	0.212132	196.005	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27193343_27193344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27203807_27203808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27228712_27228713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27229082_27229083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-76	0	0	0	0	0
chr9_27291255_27291256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-95	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27295220_27295221	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-12	1	0.00495037	0.212132	196.005	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27296040_27296041	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_27525118_27525119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_32424041_32424042	0	0	0	0	0	1	0.00495037	0.212132	196.005	89	0	0	0	0	0	4	0.0195045	0.427482	45.2703	60	1	0.00495037	0.212132	196.005	-15	1	0.00495037	0.212132	196.005	88	1	0.00495037	0.212132	196.005	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_32435599_32435600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-44	0	0	0	0	0	1	0.00495037	0.212132	196.005	-69	0	0	0	0	0	3	0.0246528	0.285176	131.817	5	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-46	1	0.00495037	0.212132	196.005	-67
chr9_32465930_32465931	0	0	0	0	0	1	0.00495037	0.212132	196.005	-16	3	0.0246528	0.285176	131.817	9	5	0.0242568	0.479157	35.2255	42	0	0	0	0	0	1	0.00495037	0.212132	196.005	97	0	0	0	0	0	1	0.00495037	0.212132	196.005	-38	0	0	0	0	0	2	0.00985124	0.300753	95.51	-48	0	0	0	0	0
chr9_32552150_32552151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_33114938_33114939	5	0.0242568	0.479157	35.2255	23	9	0.0427712	0.649519	17.3802	-57	6	0.0389099	0.45399	58.1529	-31	4	0.0294547	0.347863	95.7371	6	2	0.00985124	0.300753	95.51	6	2	0.00985124	0.300753	95.51	-32	1	0.00495037	0.212132	196.005	21	22	0.137274	0.886245	21.6336	6	0	0	0	0	0	6	0.0289597	0.526235	28.5308	26	1	0.00495037	0.212132	196.005	26
chr9_33276778_33276779	11	0.0616816	0.661059	25.1234	-98	3	0.0147026	0.369274	62.0152	-46	6	0.0389099	0.45399	58.1529	-73	10	0.0472761	0.686443	15.1524	-74	3	0.0147026	0.369274	62.0152	-98	15	0.0690577	0.851943	8.48064	-97	1	0.00495037	0.212132	196.005	-93	19	0.115443	0.834633	15.0317	-98	0	0	0	0	0	14	0.0648004	0.820851	9.43201	-97	1	0.00495037	0.212132	196.005	43
chr9_33276806_33276807	11	0.0616816	0.661059	25.1234	-88	3	0.0147026	0.369274	62.0152	-74	5	0.0342071	0.403494	73.2399	-98	9	0.0427712	0.649519	17.3802	-20	2	0.00985124	0.300753	95.5101	-86	12	0.0561372	0.755929	11.8135	-75	0	0	0	0	0	17	0.0973243	0.813324	15.94	82	0	0	0	0	0	10	0.0472761	0.686443	15.1524	60	1	0.00495037	0.212132	196.005	15
chr9_33292367_33292368	14	0.0747506	0.764268	17.3713	-82	20	0.099552	0.946085	9.49958	-9	50	0.296329	1.37091	5.10367	-14	14	0.0747506	0.764268	17.3713	-78	2	0.00985124	0.300753	95.51	-71	6	0.0389099	0.45399	58.1529	-8	2	0.00985124	0.300753	95.51	-7	31	0.200094	1.03436	12.2027	76	1	0.00495037	0.212132	196.005	-82	15	0.0790079	0.796491	15.5549	-68	5	0.0242568	0.479157	35.2255	-9
chr9_33342621_33342622	2	0.00985124	0.300753	95.5101	-46	4	0.0294547	0.347863	95.7371	-45	0	0	0	0	0	32	0.173659	1.14611	6.57395	23	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-8	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-39	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-47	1	0.00495037	0.212132	196.005	-32
chr9_33468009_33468010	14	0.0648004	0.820851	9.43201	-30	1	0.00495037	0.212132	196.005	63	3	0.0147026	0.369274	62.0152	-52	4	0.0195045	0.427482	45.2703	-83	4	0.0195045	0.427482	45.2703	-70	99	0.608153	1.89476	2.23366	-34	1	0.00495037	0.212132	196.005	-21	13	0.0704438	0.73105	19.5084	-36	0	0	0	0	0	18	0.0815326	0.940875	6.26503	15	3	0.0147026	0.369274	62.0152	-35
chr9_33916747_33916748	1	0.00495037	0.212132	196.005	93	2	0.00985124	0.300753	95.51	-86	2	0.00985124	0.300753	95.51	40	2	0.00985124	0.300753	95.51	29	1	0.00495037	0.212132	196.005	-85	2	0.00985124	0.300753	95.51	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	92
chr9_33956857_33956858	12	0.0561372	0.755929	11.8135	-75	22	0.107423	1.00184	7.94203	-76	48	0.29123	1.32754	5.52682	66	31	0.180194	1.08998	7.5538	-58	3	0.0147026	0.369274	62.0152	-76	2	0.00985124	0.300753	95.51	-35	0	0	0	0	0	11	0.0616816	0.661059	25.1234	12	0	0	0	0	0	22	0.137274	0.886245	12.8226	-70	5	0.0242568	0.479157	35.2255	-81
chr9_34094999_34095000	0	0	0	0	0	4	0.0294547	0.347863	95.7371	-65	3	0.0147026	0.369274	62.0152	31	18	0.0914829	0.888235	11.4612	58	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-32	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-66	1	0.00495037	0.212132	196.005	23	0	0	0	0	0	0	0	0	0	0
chr9_34258679_34258680	8	0.0382169	0.610784	20.1665	-8	2	0.00985124	0.300753	95.51	-98	3	0.0147026	0.369275	62.0152	-87	1	0.00495037	0.212132	196.005	0	1	0.00495037	0.212132	196.005	-92	3	0.0147026	0.369274	62.0152	-16	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-60	0	0	0	0	0	1	0.00495037	0.212132	196.005	-61	0	0	0	0	0
chr9_34260094_34260095	1	0.00495037	0.212132	196.005	32	13	0.080394	0.684316	23.902	-26	1	0.00495037	0.212132	196.005	34	9	0.0527215	0.585024	33.5915	38	1	0.00495037	0.212132	196.005	74	2	0.00985124	0.300753	95.51	-1	0	0	0	0	0	1	0.00495037	0.212132	196.005	-84	0	0	0	0	0	2	0.00985124	0.300753	95.51	1	0	0	0	0	0
chr9_34263456_34263457	3	0.0147026	0.369274	62.0152	-98	5	0.0242568	0.479157	35.2255	-95	7	0.033613	0.569862	23.7504	74	5	0.0242568	0.479157	35.2255	-12	2	0.00985124	0.300753	95.5101	-57	3	0.0147026	0.369274	62.0152	-34	0	0	0	0	0	9	0.072622	0.498464	73.6629	-55	0	0	0	0	0	4	0.0195045	0.427482	45.2703	63	0	0	0	0	0
chr9_34291215_34291216	1	0.00495037	0.212132	196.005	20	0	0	0	0	0	2	0.00985124	0.300753	95.51	51	2	0.00985124	0.300753	95.51	-44	1	0.00495037	0.212132	196.005	62	0	0	0	0	0	0	0	0	0	0	36	0.216678	1.1543	6.2322	-72	0	0	0	0	0	1	0.00495037	0.212132	196.005	64	0	0	0	0	0
chr9_34307781_34307782	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-82	1	0.00495037	0.212132	196.005	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_34308819_34308820	0	0	0	0	0	1	0.00495037	0.212132	196.005	-98	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-42	2	0.00985124	0.300753	95.51	-2	0	0	0	0	0	1	0.00495037	0.212132	196.005	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_34380336_34380337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	24	0	0	0	0	0	1	0.00495037	0.212132	196.005	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9_34485001_34485002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	37	1	0.00495037	0.212132	196.005	-98
chr9_34485004_34485005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	34	0	0	0	0	0
chr9_34490933_34490934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
