decoy_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr7_23713726_23713727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_23729055_23729056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_23763194_23763195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_23783410_23783411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_23787487_23787488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-30
chr7_24290467_24290468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_24646316_24646317	1	0.00980296	0.3	96.01	-11	0	0	0	0	0	152	8.62621	1.53721	19.7784	-11	0	0	0	0	0	1	0.00980296	0.3	96.01	33	1	0.00980296	0.3	96.01	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_24701333_24701334	0	0	0	0	0	1	0.00980296	0.3	96.01	26	3	0.0288207	0.524891	28.6973	-6	2	0.0194099	0.426401	45.5202	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_24841903_24841904	4	0.0380355	0.609208	20.2912	-9	11	0.116851	0.955819	10.3978	-19	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-18	2	0.0392119	0.3	96.0099	-25	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	40	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-42
chr7_24850107_24850108	5	0.0470542	0.684653	15.2521	-43	20	0.317224	1.05474	8.5499	-40	5	0.0668562	0.57438	34.4861	20	3	0.0288207	0.524891	28.6973	-34	4	0.0380355	0.609208	20.2912	-35	8	0.072934	0.879883	7.71103	-15	1	0.00980296	0.3	96.0099	-40	12	0.124498	1.01018	8.86288	24	0	0	0	0	0	21	0.422116	0.960071	29.9732	-41	3	0.0288207	0.524891	28.6973	-37
chr7_25140059_25140060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-15	0	0	0	0	0
chr7_25154814_25154815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-7	0	0	0	0	0
chr7_25163448_25163449	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_26206695_26206696	5	0.0470542	0.684653	15.2521	-48	7	0.0843055	0.716094	21.5852	-12	2	0.0194099	0.426401	45.5202	-22	20	0.27762	1.12747	9.58344	-36	4	0.0578375	0.494032	45.7523	24	24	0.319773	1.26064	6.82525	-6	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-15	2	0.0392119	0.3	96.01	13	4	0.0578375	0.494032	45.7523	23	1	0.00980296	0.3	96.0099	-47
chr7_26361651_26361652	8	0.092736	0.780307	17.6412	-10	1	0.00980296	0.3	96.01	-11	2	0.0194099	0.426401	45.5202	-47	8	0.072934	0.879883	7.71103	-6	1	0.00980296	0.3	96.01	10	2	0.0194099	0.426401	45.5202	-29	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-14	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-27
chr7_26726054_26726055	1	0.00980296	0.3	96.01	18	0	0	0	0	0	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-44	0	0	0	0	0	1	0.00980296	0.3	96.01	0	0	0	0	0	0	1	0.00980296	0.3	96.01	6	0	0	0	0	0	2	0.0194099	0.426401	45.5202	45	0	0	0	0	0
chr7_27786577_27786578	2	0.0194099	0.426401	45.5202	-39	3	0.0486227	0.404112	63.8268	-45	4	0.0380355	0.609208	20.2912	-48	3	0.0288207	0.524891	28.6973	-44	2	0.0194099	0.426401	45.5202	-47	4	0.0380355	0.609208	20.2912	2	1	0.00980296	0.3	96.01	38	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-14	0	0	0	0	0
chr7_27828510_27828511	7	0.0645035	0.818665	9.50303	-1	1	0.00980296	0.3	96.0099	-25	2	0.0194099	0.426401	45.5202	-42	26	0.547593	1.04362	33.9737	-5	1	0.00980296	0.3	96.01	16	19	1.38045	0.480333	69.1552	-6	0	0	0	0	0	1	0.00980296	0.3	96.01	12	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-22	2	0.0392119	0.3	96.01	-9
chr7_29399124_29399125	5	0.0470542	0.684653	15.2521	-43	1	0.00980296	0.3	96.01	18	0	0	0	0	0	1	0.00980296	0.3	96.01	13	2	0.0194099	0.426401	45.5202	-43	1	0.00980296	0.3	96.0099	-18	1	0.00980296	0.3	96.01	41	1	0.00980296	0.3	96.0099	-15	0	0	0	0	0	6	0.0756789	0.647834	26.9316	-27	0	0	0	0	0
chr7_29511167_29511168	5	0.0668562	0.57438	34.4861	23	2	0.0194099	0.426401	45.5202	-9	0	0	0	0	0	1	0.00980296	0.3	96.01	6	2	0.0194099	0.426401	45.5202	-9	1	0.00980296	0.3	96.01	-1	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-9	0	0	0	0	0	1	0.00980296	0.3	96.01	-5	2	0.0194099	0.426401	45.5202	-26
chr7_30022217_30022218	5	0.0470542	0.684653	15.2521	25	0	0	0	0	0	0	0	0	0	0	25	0.305068	1.34444	6.69471	-30	1	0.00980296	0.3	96.01	42	5	0.0470542	0.684653	15.2521	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-33	1	0.00980296	0.3	96.0099	-26
chr7_30053319_30053320	3	0.0288207	0.524891	28.6973	-23	2	0.0194099	0.426401	45.5202	20	0	0	0	0	0	12	0.124498	1.01018	8.86288	19	2	0.0194099	0.426401	45.5202	-29	3	0.0288207	0.524891	28.6973	-8	0	0	0	0	0	1	0.00980296	0.3	96.01	-4	0	0	0	0	0	1	0.00980296	0.3	96.01	3	1	0.00980296	0.3	96.01	-6
chr7_30430519_30430520	1	0.00980296	0.3	96.01	-3	2	0.0194099	0.426401	45.5202	14	3	0.0288207	0.524891	28.6973	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0288207	0.524891	28.6973	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_30784585_30784586	4	0.0380355	0.609208	20.2912	-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	46	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0	3	0.0288207	0.524891	28.6973	7	0	0	0	0	0	2	0.0194099	0.426401	45.5202	8	0	0	0	0	0
chr7_30838995_30838996	6	0.0558769	0.753937	11.8965	-47	1	0.00980296	0.3	96.0099	-42	0	0	0	0	0	5	0.0470542	0.684653	15.2521	36	1	0.00980296	0.3	96.0099	-23	4	0.0380355	0.609208	20.2912	-48	0	0	0	0	0	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	0	0	0	0	0
chr7_30839562_30839563	10	0.109009	0.89964	12.2811	-16	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-41	1	0.00980296	0.3	96.01	-6	1	0.00980296	0.3	96.0099	-19	3	0.0288207	0.524891	28.6973	-43	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_30840673_30840674	7	0.0645035	0.818665	9.50303	-4	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-32	2	0.0194099	0.426401	45.5202	-31	4	0.0380355	0.609208	20.2912	28	0	0	0	0	0	4	0.0380355	0.609208	20.2912	16	0	0	0	0	0	1	0.00980296	0.3	96.01	16	0	0	0	0	0
chr7_30853227_30853228	1	0.00980296	0.3	96.01	25	2	0.0194099	0.426401	45.5202	-7	0	0	0	0	0	1	0.00980296	0.3	96.01	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	25	0	0	0	0	0	1	0.00980296	0.3	96.01	15	1	0.00980296	0.3	96.01	2
chr7_30975775_30975776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_31573443_31573444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_31821922_31821923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_31825757_31825758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_32552919_32552920	3	0.0288207	0.524891	28.6973	-26	22	0.289187	1.21516	4.63178	29	1	0.00980296	0.3	96.0099	-23	10	0.109009	0.89964	12.2811	22	5	0.0668562	0.57438	34.4861	29	8	0.072934	0.879883	7.71103	27	0	0	0	0	0	1	0.00980296	0.3	96.01	-6	0	0	0	0	0	4	0.0380355	0.609208	20.2912	23	0	0	0	0	0
chr7_32557425_32557426	1	0.00980296	0.3	96.01	44	17	0.298402	0.924374	23.9581	47	12	0.124498	1.01018	8.86288	41	3	0.0288207	0.524891	28.6973	4	2	0.0194099	0.426401	45.5202	2	1	0.00980296	0.3	96.01	-10	2	0.0194099	0.426401	45.5202	-39	1	0.00980296	0.3	96.0099	-20	0	0	0	0	0	1	0.00980296	0.3	96.01	44	3	0.0288207	0.524891	28.6973	-48
chr7_32994610_32994611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_33003740_33003741	2	0.0194099	0.426401	45.5202	33	0	0	0	0	0	5	0.0668562	0.57438	34.4861	32	1	0.00980296	0.3	96.01	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.13234	0.653197	20.9004	37	0	0	0	0	0	3	0.0486227	0.404112	63.8267	40	0	0	0	0	0
chr7_33021692_33021693	17	0.139986	1.3496	1.14356	-35	0	0	0	0	0	1	0.00980296	0.3	96.0099	-43	103	1.86099	2.24267	1.50214	-18	2	0.0194099	0.426401	45.5202	-36	5	0.0470542	0.684653	15.2521	-39	0	0	0	0	0	1	0.00980296	0.3	96.0099	-33	0	0	0	0	0	14	0.238212	0.852013	36.7568	-46	1	0.00980296	0.3	96.0099	-27
chr7_33339883_33339884	1	0.00980296	0.3	96.0099	-44	0	0	0	0	0	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-11	0	0	0	0	0	1	0.00980296	0.3	96.01	18	0	0	0	0	0	1	0.00980296	0.3	96.0099	-42	0	0	0	0	0	1	0.00980296	0.3	96.01	-12	0	0	0	0	0
chr7_34054572_34054573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-7	1	0.00980296	0.3	96.0099	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_34082707_34082708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_34829418_34829419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_34945370_34945371	2	0.0194099	0.426401	45.5202	-24	1	0.00980296	0.3	96.01	30	1	0.00980296	0.3	96.01	28	3	0.0288207	0.524891	28.6973	-32	2	0.0194099	0.426401	45.5202	-7	5	0.0470542	0.684653	15.2521	8	0	0	0	0	0	1	0.00980296	0.3	96.01	3	0	0	0	0	0	6	0.0558769	0.753937	11.8965	9	2	0.0194099	0.426401	45.5202	-25
chr7_34953481_34953482	2	0.0194099	0.426401	45.5202	8	1	0.00980296	0.3	96.01	-12	1	0.00980296	0.3	96.0099	-25	6	0.0558769	0.753937	11.8965	12	1	0.00980296	0.3	96.01	12	2	0.0194099	0.426401	45.5202	-18	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-43	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-19	0	0	0	0	0
chr7_34953485_34953486	2	0.0194099	0.426401	45.5202	12	1	0.00980296	0.3	96.01	-8	1	0.00980296	0.3	96.0099	-21	6	0.0558769	0.753937	11.8965	16	1	0.00980296	0.3	96.01	16	2	0.0194099	0.426401	45.5202	-14	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-39	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-15	0	0	0	0	0
chr7_34958324_34958325	7	0.0843055	0.716094	21.5852	-3	3	0.0288207	0.524891	28.6973	-3	4	0.0380355	0.609208	20.2912	-42	35	0.503676	1.46485	3.33966	-12	3	0.0288207	0.524891	28.6973	-7	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-4	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-14	1	0.00980296	0.3	96.01	36
chr7_34967990_34967991	5	0.0668562	0.57438	34.4861	-11	2	0.0194099	0.426401	45.5202	-10	21	0.342908	1.0652	12.763	-7	6	0.0558769	0.753937	11.8965	-5	2	0.0194099	0.426401	45.5202	-11	0	0	0	0	0	0	0	0	0	0	4	0.0380355	0.609208	20.2912	18	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-33	0	0	0	0	0
chr7_35016217_35016218	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	1	0.00980296	0.3	96.01	27	2	0.0194099	0.426401	45.5202	-43	1	0.00980296	0.3	96.0099	-43	0	0	0	0	0	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-48	0	0	0	0	0	1	0.00980296	0.3	96.0099	-16	1	0.00980296	0.3	96.01	13
chr7_35241596_35241597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_35249568_35249569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_35249572_35249573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_36411629_36411630	3	0.0288207	0.524891	28.6973	-48	0	0	0	0	0	7	0.0645035	0.818665	9.50304	46	28	0.418194	1.28608	12.2723	29	2	0.0194099	0.426401	45.5202	-7	2	0.0194099	0.426401	45.5202	-45	0	0	0	0	0	25	0.503088	1.04693	20.4586	-47	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	1	0.00980296	0.3	96.0099	-47
chr7_36441531_36441532	68	0.893246	2.13709	2.8185	-46	10	0.109009	0.89964	12.2811	10	12	0.124498	1.01018	8.86288	7	58	0.878149	1.83842	3.12456	10	2	0.0194099	0.426401	45.5202	-48	5	0.0470542	0.684653	15.2521	-47	2	0.0194099	0.426401	45.5202	-48	6	0.0756789	0.647834	26.9316	-11	0	0	0	0	0	33	0.457602	1.449	4.24116	11	2	0.0194099	0.426401	45.5202	-48
chr7_36451809_36451810	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-14	5	0.0470542	0.684653	15.2521	42	2	0.0194099	0.426401	45.5202	-12	0	0	0	0	0	1	0.00980296	0.3	96.01	-5	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_37315152_37315153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_37865003_37865004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_37867283_37867284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_37868991_37868992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_37885978_37885979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_38213382_38213383	2	0.0194099	0.426401	45.5202	-36	1	0.00980296	0.3	96.0099	-25	1	0.00980296	0.3	96.01	-9	4	0.0578375	0.494032	45.7523	36	1	0.00980296	0.3	96.01	-6	5	0.0668562	0.57438	34.4861	-7	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-5	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-38	0	0	0	0	0
chr7_38393326_38393327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_38465025_38465026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_38727222_38727223	23	0.294677	1.2585	4.22128	-30	1	0.00980296	0.3	96.01	3	0	0	0	0	0	20	0.198412	1.33366	4.00036	-28	0	0	0	0	0	1	0.00980296	0.3	96.01	8	1	0.00980296	0.3	96.0099	-43	1	0.00980296	0.3	96.0099	-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_38752120_38752121	21	0.2637	1.21469	9.39715	15	1	0.00980296	0.3	96.01	32	7	0.0645035	0.818665	9.50304	31	23	0.255073	1.35268	3.85084	30	3	0.0288207	0.524891	28.6973	-27	160	6.44094	0.690522	25.2942	-5	0	0	0	0	0	23	0.294677	1.2585	7.70288	24	1	0.00980296	0.3	96.01	21	176	17.6367	1.24481	11.9561	38	4	0.0380355	0.609208	20.2912	26
chr7_38758959_38758960	15	0.185864	1.03346	8.47226	-32	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	5	0.0470542	0.684653	15.2521	-48	1	0.00980296	0.3	96.0099	-48	3	0.0288207	0.524891	28.6973	-48	2	0.0194099	0.426401	45.5202	1	4	0.0380355	0.609208	20.2912	2	0	0	0	0	0	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0
chr7_39567409_39567410	1	0.00980296	0.3	96.01	8	4	0.0380355	0.609208	20.2912	-8	7	0.0843055	0.716094	21.5852	13	4	0.0380355	0.609208	20.2912	-9	1	0.00980296	0.3	96.01	0	4	0.0380355	0.609208	20.2912	-24	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-38	0	0	0	0	0	1	0.00980296	0.3	96.01	18	1	0.00980296	0.3	96.01	30
chr7_39688027_39688028	2	0.0194099	0.426401	45.5202	36	4	0.0380355	0.609208	20.2912	39	0	0	0	0	0	1	0.00980296	0.3	96.0099	-34	2	0.0194099	0.426401	45.5202	10	3	0.0288207	0.524891	28.6973	-48	1	0.00980296	0.3	96.0099	-29	1	0.00980296	0.3	96.01	33	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-24
chr7_40091588_40091589	6	0.0558769	0.753937	11.8965	-11	3	0.0288207	0.524891	28.6973	-47	1	0.00980296	0.3	96.0099	-37	4	0.0380355	0.609208	20.2912	-15	1	0.00980296	0.3	96.0099	-17	1	0.00980296	0.3	96.0099	-17	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-44	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-5	1	0.00980296	0.3	96.0099	-48
chr7_43316509_43316510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_43318960_43318961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_43443631_43443632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_43497153_43497154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_43621881_43621882	4	0.0380355	0.609208	20.2912	-29	4	0.0380355	0.609208	20.2912	-30	2	0.0194099	0.426401	45.5202	18	0	0	0	0	0	1	0.00980296	0.3	96.01	23	1	0.00980296	0.3	96.0099	-44	2	0.0194099	0.426401	45.5202	-29	14	0.178806	0.983415	9.52697	-27	0	0	0	0	0	1	0.00980296	0.3	96.01	41	1	0.00980296	0.3	96.0099	-34
chr7_43790319_43790320	1	0.00980296	0.3	96.01	16	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-11	3	0.0288207	0.524891	28.6973	-21	3	0.0288207	0.524891	28.6973	31	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-20	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	9
chr7_43797409_43797410	0	0	0	0	0	1	0.00980296	0.3	96.01	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_44053563_44053564	2	0.0194099	0.426401	45.5202	-6	4	0.0380355	0.609208	20.2912	-48	3	0.0288207	0.524891	28.6973	-48	1	0.00980296	0.3	96.0099	-28	2	0.0194099	0.426401	45.5202	-11	2	0.0194099	0.426401	45.5202	-39	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	1	0.00980296	0.3	96.0099	-38	0	0	0	0	0
chr7_44054054_44054055	1	0.00980296	0.3	96.01	-7	6	0.0558769	0.753937	11.8965	-13	19	0.330948	0.98101	11.5104	32	2	0.0194099	0.426401	45.5202	-46	1	0.00980296	0.3	96.0099	-13	3	0.0288207	0.524891	28.6973	37	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-6	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	6
chr7_44233973_44233974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7_44389322_44389323	8	0.092736	0.780307	17.6412	-6	21	0.303304	1.13261	21.0177	-45	1	0.00980296	0.3	96.01	-10	0	0	0	0	0	0	0	0	0	0	6	0.0756789	0.647834	26.9316	-6	2	0.0194099	0.426401	45.5202	-39	7	0.0645035	0.818665	9.50303	-48	0	0	0	0	0	1	0.00980296	0.3	96.0099	-45	0	0	0	0	0
chr7_44533970_44533971	4	0.0380355	0.609208	20.2912	-16	1	0.00980296	0.3	96.0099	-30	2	0.0194099	0.426401	45.5202	21	7	0.0645035	0.818665	9.50303	10	1	0.00980296	0.3	96.01	46	6	0.0558769	0.753937	11.8965	-5	2	0.0194099	0.426401	45.5202	-37	8	0.092736	0.780307	17.6412	-40	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-10	0	0	0	0	0
